filename,PC1,PC2,PC3
10.jpg,-0.13454145351147026,-2.4955212432923473,-0.9305796127643696
100.jpg,-0.3205049705740207,-2.1197864806345827,0.5739985638717768
101.jpg,-2.2728373462472424,-0.24733345004126686,-0.05831447225965579
102.jpg,0.8111401995496664,0.03587201195184275,-1.310985009011932
103.jpg,-1.5043412548494806,0.5468995891060106,0.8769986709478448
104.jpg,1.9318521370643345,-0.44283512470182457,1.0347758666147786
105.jpg,-1.7702477060991386,0.8437163241376875,-0.040930278206568374
106.jpg,0.2688814637460626,-1.1424092830433699,1.2761030682334584
107.jpg,-1.8748621406714567,-1.0111382125559654,-0.03328261478220535
108.jpg,-1.5149231907993672,-1.6600153282184653,0.5338041826507663
109.jpg,2.1665727424931136,-2.3938304833650896,-1.5427194654730143
11.jpg,-0.3657865685332861,2.1614194827357305,0.19555311935144865
110.jpg,-1.0206096085819767,-0.5556199954907828,0.25199265262734627
111.jpg,0.04942688744389331,-1.974184244914686,-0.06425512537045168
112.jpg,-1.0121828922853437,-1.925367773668098,-0.9081234939580506
113.jpg,2.0691278503106094,0.5740915330294973,0.2696677330969528
114.jpg,-1.5603524933456672,1.516220643801437,0.11688980353898831
115.jpg,-3.7702203848700617,1.8653241691367093,-0.2578142726972217
116.jpg,-0.08674965179463773,-0.23758491768127069,0.3302654727947333
117.jpg,2.1216830150754693,1.0091042859505557,0.0012957209742137175
118.jpg,1.991113040209593,-2.2008800855788966,0.002967141334923178
119.jpg,-0.15395109812217572,-1.5744409755224258,-0.023097474877584637
12.jpg,-2.499234652114844,0.9575600792531116,1.1730967748764398
120.jpg,-0.5704997417069232,-0.6871973004326606,0.043182235741756135
121.jpg,-1.3973357308797683,1.302496419944733,0.020045892584912406
122.jpg,4.931612579055802,-0.1746559013614084,0.5955577936836256
123.jpg,-2.042658171329665,0.024171318709762676,0.18323249378195344
124.jpg,-0.3274107594682867,-1.063327933036146,-1.4609297487509518
125.jpg,2.0003785698444254,-0.022259920828790896,0.5921705925372851
126.jpg,1.3845313460510495,-0.43658007892441,1.2437573264462765
127.jpg,1.7081811833678398,-1.3612086019604737,1.0108878571338618
128.jpg,-1.714051247789364,1.3275249902756632,0.0824483020718375
129.jpg,-3.1786878936645087,-0.6760390441764734,-0.3168766710479735
13.jpg,2.300096448207906,0.7691034786550561,0.0716822460216443
130.jpg,-2.0686056812833273,0.7695745711487362,-0.08168134713086822
131.jpg,2.8108910378996717,-0.5113100847067928,0.7035948828295807
132.jpg,-0.9806944137343026,-0.36886025641338704,0.18736041374301024
133.jpg,-0.1106481865854278,1.7049790367323008,-0.5650663125573568
134.jpg,0.5264007387926392,-0.3667292301654851,0.2440296622935719
135.jpg,0.24837802920797813,-0.4456375276022884,1.0841637588066078
136.jpg,-0.6606533196151251,-0.6657569116889803,0.14021845394228427
137.jpg,2.0966843206378067,0.1545136753851407,0.7830944657570779
138.jpg,1.6786499872874712,3.5001021928897975,-0.0016018633935718611
139.jpg,-3.273597898520345,0.10107822339299581,-0.5309254568969883
14.jpg,1.5746982512276058,-1.3617423979792087,-0.6018748050143834
140.jpg,-3.0024983442206516,1.1288335433130385,0.08093564040839268
141.jpg,-1.9335030436640646,0.7937128522183642,-0.3179631778613418
142.jpg,-1.9177363602765627,-1.2668136854644663,-0.2069528316403209
143.jpg,-1.413452213061581,0.5594204338387335,-0.10228161907583894
144.jpg,-3.868131940666116,2.084428671149869,-0.6209745143700677
145.jpg,2.4053144759696004,3.6636491967946907,-0.2059059456417948
146.jpg,0.8908824854269894,-2.577252309014334,-0.4894847073132633
147.jpg,-0.42382815177343913,0.06506693696303585,-0.6401241994980352
15.jpg,-0.6827595067648854,-2.445553089122389,-0.8486818226660229
16.jpg,-2.2455766476592056,-1.0511316270344337,-0.310216509896861
17.jpg,1.2232365773447724,-0.3830618490423003,1.0043802428924165
18.jpg,-2.053809668321738,-1.6233401959978302,0.38069393271443563
19.jpg,-0.9255826943682488,0.27850140593684036,-1.4589777773835282
2.jpg,1.0578950620242311,0.5857355666733013,0.12553687193602395
20.jpg,0.6942839439502465,0.3160198498617128,0.2511990035244904
21.jpg,1.0614493729906083,-0.15611882019767837,-0.9405024370402065
22.jpg,1.3009510670379243,-0.5098756780295923,-0.4475345581969406
23.jpg,0.9178719176109755,-0.62011821637174,-0.3237827385926342
24.jpg,-0.05974089522128182,-0.303750227772732,-0.8396992083315146
25.jpg,2.4797128057522553,-0.49856181515152626,-0.5608063619310003
26.jpg,2.6076578323370754,1.2129856849492155,-0.04510285632931947
27.jpg,-0.519002216971118,0.8639449787611931,-0.41564517014509866
28.jpg,2.6133266543638594,0.11325878487926044,-0.3474453020283218
29.jpg,-2.0241162370920023,-1.9354934704982774,-0.2294156840213533
3.jpg,-0.8346515619525862,-1.874333333805865,-1.383937446911386
30.jpg,1.6338339577635916,0.08279079166622232,-0.16861509015269488
31.jpg,-1.0731256475819095,-1.9727352429362528,0.49028860309536015
32.jpg,-0.9760529077636334,1.1670751334162641,-0.08814621518687932
33.jpg,1.147442349554954,0.3452931939397611,0.3375692116238643
34.jpg,0.0985896993788162,-0.5093029429409803,0.254732132329699
35.jpg,0.9766021643729261,-0.7088953214975908,-0.23548679057389765
36.jpg,-0.23954745424218893,-1.812978790364624,0.11389850761245032
37.jpg,-1.1725044932199846,0.08701556667740236,0.3172589333182366
38.jpg,1.5549211963888019,-0.018692119552356216,-0.4460946902816654
39.jpg,0.6747993564225893,0.1347641663991327,-1.2331753649192514
4.jpg,-0.10508535625162922,0.5330268752666717,0.9885071850207794
40.jpg,-2.3810915369891696,-0.6375802197297213,0.024892293412704377
41.jpg,-0.8105944106793743,0.015226768472927121,0.6044700126923062
42.jpg,1.1884907031596583,-1.6293106149243277,-0.2837466440683848
43.jpg,-0.4317507016973723,4.237642708704694,0.2296062408332319
44.jpg,0.01801884942608228,-1.5327928824516877,0.9243958145476028
45.jpg,0.7904072939566976,-1.987912232762154,-0.500962320300099
46.jpg,-1.4944508966405972,0.5177426677113445,0.07216791169074246
47.jpg,0.3151138042854631,2.2539706110358932,-0.43944720561818656
48.jpg,0.7065352986677071,-0.16567282792149537,-0.10112917993010256
49.jpg,0.9402473728236783,2.9894996500826547,-0.2255614892627547
5.jpg,-3.0292153515279248,-0.18798450461612104,-0.5674859571949409
50.jpg,0.4620677429644694,-0.34868977008920665,0.9976822831243367
51.jpg,-2.520936129701697,-0.18314110137617606,-0.3445487488191431
52.jpg,-1.595190186719837,-0.32765308243637503,0.6945324949041887
53.jpg,0.7554961926489067,1.1571685634855486,-0.0697367419231551
54.jpg,0.9584149864200804,-2.4640533668140554,-0.575790648203082
55.jpg,-1.142768720598428,1.6558916792239735,-1.1007298558604481
56.jpg,2.0516501923229606,1.4262708281346548,-0.1040491826954139
57.jpg,1.816081470944319,-1.5406834713432955,-0.8077102605686411
58.jpg,0.7805945148164474,2.5575883380840057,-0.888448371307082
59.jpg,2.580570413656689,0.4801670901729109,0.5920442148248013
6.jpg,1.7907090712303635,0.7646505358843695,-0.08158878199734736
60.jpg,-1.7480005155155556,-1.0477855446115978,-0.16485305852069082
61.jpg,2.7275539608505817,-0.5976286087264883,1.1408299202171512
62.jpg,1.4974370049785442,-0.5985775126915185,-1.1758731811263894
63.jpg,-0.8592135639937309,-0.6026961932602862,0.40771847539656303
64.jpg,-1.6530122868008523,-0.6116460714125027,1.6717868728927279
65.jpg,0.37273533678591336,-1.234236661965423,0.638410918024303
66.jpg,-1.1503029025880094,-0.2165013971106018,0.6329805449245407
67.jpg,2.2795393732173936,-0.1148162365973866,-0.03358614363703957
68.jpg,-1.05226219986271,1.8636843736423647,0.1322546905359785
69.jpg,0.5669901673465068,0.15563337608291924,-0.20407040232530718
7.jpg,0.6536634607440773,0.831156675778257,1.2482315158204655
70.jpg,-0.7541224041706714,3.19329143492341,-2.2403085126736166
71.jpg,2.517582486081225,-0.9869633876467042,0.8804298752907923
71w2KuRBX-L.jpg,-1.815706326809149,1.1728776773276837,2.397397696407279
72.jpg,3.5111147105051583,-1.5819940604860896,-0.5356009461238681
73.jpg,-0.40811006300599584,0.9886123973879348,-0.2624528956089144
74.jpg,0.18524701680426722,-1.9560152656636476,-0.5927665722509625
75.jpg,-1.4931746339180334,-0.20127962675130967,0.6923287713230348
76.jpg,-0.5457170797851515,-2.0507704434941383,0.17886511722195803
77.jpg,1.245398449340374,2.35645571183402,-0.3306085482574266
78.jpg,-0.8891777209003173,1.7496115798883962,0.3631772213420693
79.jpg,2.1396096560593527,2.433839430188101,-0.36629858181431674
8.jpg,-0.960421569327746,-0.10356456499322879,0.38687651700464354
80.jpg,1.064155331232794,-0.19930671983496967,1.1927625692886858
81.jpg,1.53183176675195,1.2160519025307766,-0.27871500749568984
82.jpg,2.1546789797197854,2.4446507914899165,-0.3702561400086681
83.jpg,-1.091923659341302,1.2358815096227627,0.06078449295737108
84.jpg,0.6358035684081819,-1.8549777585280616,1.2345216930654017
85.jpg,-1.8990079482063735,2.118899008111804,0.5728641782871442
86.jpg,0.8938353221678248,-0.07023378249176056,-0.4109585900620651
87.jpg,-1.417794115209895,0.5812458213519975,-0.8694008199512717
88.jpg,-2.0487293072607375,-0.9066259887271532,-0.03349022600669723
89.jpg,0.9121667483651906,-1.336745579394304,0.21032471258455643
9.jpg,2.8423826616891663,1.5942080844923403,0.20695725985181132
90.jpg,-3.1300662896982363,-1.338847565936944,1.4348600786402181
91.jpg,-1.5883606061538567,0.617675078720511,-0.012891387462336113
92.jpg,0.5828535056863945,-2.8946740990061444,-0.6414087181556848
93.jpg,2.089387994450796,-0.5306096997252424,-0.146341224739044
94.jpg,2.8294394641634617,1.2500414658350154,0.28121629069731624
95.jpg,-1.6838637526798963,-0.8621736041670691,-0.31732528654382064
96.jpg,-0.7476014938166863,-0.5098675500375535,0.8427918284411826
97.jpg,-0.8938652701604272,-1.8241473760885187,-2.189390447936145
98.jpg,1.3865486130210942,4.207146525371691,-0.30122969747359146
99.jpg,-2.8900987900469337,2.382362952079458,0.2887749010945038
